"game_decision","points","field_goals","field_goal_attempts","field_goal_percentage","X3pointers","X3pointer_attempts","X3pointer_percentage","free_throws","free_throw_attempts","free_throw_percentage","offensive_rebounds","total_rebounds","assists","steals","blocks","turnovers","personal_fouls","Home","Away","Neutral"
1,78,28,60,0.467,7,20,0.35,15,20,0.75,7,30,17,7,1,9,17,1,0,0
0,89,30,70,0.429,12,31,0.387,17,20,0.85,8,29,10,8,1,18,28,0,1,0
1,54,20,52,0.385,7,21,0.333,7,12,0.583,6,26,11,4,4,11,16,1,0,0
1,102,36,76,0.474,14,32,0.438,16,29,0.552,17,43,18,8,1,10,22,1,0,0
0,60,22,57,0.386,2,20,0.1,14,22,0.636,10,26,10,5,1,15,19,0,0,1
1,83,27,54,0.5,10,21,0.476,19,24,0.792,6,35,16,7,2,19,15,1,0,0
1,75,31,55,0.564,3,6,0.5,10,20,0.5,9,37,18,9,7,13,16,1,0,0
0,31,13,49,0.265,0,6,0,5,12,0.417,10,32,4,2,3,14,19,0,0,1
1,68,24,48,0.5,4,8,0.5,16,23,0.696,8,32,11,5,1,9,16,1,0,0
0,50,20,55,0.364,1,10,0.1,9,22,0.409,15,29,7,7,1,10,10,1,0,0
0,68,23,46,0.5,6,13,0.462,16,22,0.727,11,27,15,7,2,12,14,0,1,0
1,71,22,48,0.458,3,13,0.231,24,37,0.649,8,30,11,7,3,6,20,1,0,0
1,57,20,52,0.385,3,20,0.15,14,19,0.737,7,32,13,3,6,7,11,1,0,0
1,98,31,58,0.534,9,17,0.529,27,33,0.818,7,39,17,8,5,11,22,1,0,0
0,54,17,52,0.327,7,21,0.333,13,18,0.722,5,20,12,2,5,8,20,1,0,0
0,54,14,54,0.259,3,10,0.3,23,29,0.793,11,29,1,5,0,10,16,0,1,0
1,86,30,53,0.566,6,11,0.545,20,30,0.667,11,27,19,5,4,7,24,1,0,0
1,68,26,60,0.433,5,16,0.313,11,18,0.611,19,45,19,6,11,11,14,1,0,0
1,60,23,59,0.39,5,23,0.217,9,18,0.5,19,48,11,9,4,11,16,1,0,0
1,70,26,50,0.52,0,9,0,18,23,0.783,9,28,15,8,8,12,14,1,0,0
1,69,23,43,0.535,4,12,0.333,19,31,0.613,4,24,16,7,6,11,19,1,0,0
0,72,24,59,0.407,5,16,0.313,19,26,0.731,10,29,10,6,4,13,26,0,1,0
1,71,24,54,0.444,5,18,0.278,18,29,0.621,14,35,10,6,8,8,22,1,0,0
1,67,27,57,0.474,4,10,0.4,9,19,0.474,12,29,13,8,5,12,16,0,0,1
1,73,22,46,0.478,4,15,0.267,25,38,0.658,9,35,16,7,6,23,25,1,0,0
1,75,25,60,0.417,9,22,0.409,16,23,0.696,17,43,17,8,1,11,18,1,0,0
1,58,20,47,0.426,5,12,0.417,13,24,0.542,5,35,12,1,7,13,14,1,0,0
0,54,18,54,0.333,2,14,0.143,16,28,0.571,10,28,11,9,2,12,18,0,1,0
1,82,30,62,0.484,7,26,0.269,15,23,0.652,10,34,15,12,2,14,16,1,0,0
1,79,28,56,0.5,11,21,0.524,12,19,0.632,11,32,16,8,4,8,15,1,0,0
1,86,31,67,0.463,5,17,0.294,19,28,0.679,10,29,19,12,6,9,19,1,0,0
1,77,25,53,0.472,7,19,0.368,20,27,0.741,11,38,17,8,9,9,17,1,0,0
1,84,37,65,0.569,8,24,0.333,2,5,0.4,11,34,27,5,8,15,12,1,0,0
1,62,20,42,0.476,9,22,0.409,13,17,0.765,6,34,15,3,4,21,11,1,0,0
0,71,29,55,0.527,8,18,0.444,5,8,0.625,7,27,14,3,2,19,19,0,1,0
0,68,28,67,0.418,8,17,0.471,4,9,0.444,11,33,18,3,1,6,18,0,1,0
1,85,31,63,0.492,6,16,0.375,17,22,0.773,9,34,14,12,2,12,20,0,0,1
0,63,24,61,0.393,5,19,0.263,10,13,0.769,8,28,15,3,4,8,15,0,0,1
1,88,35,68,0.515,5,15,0.333,13,16,0.813,12,37,17,13,3,8,16,0,0,1
1,76,27,58,0.466,9,22,0.409,13,15,0.867,6,34,20,9,5,15,9,1,0,0
1,69,28,59,0.475,4,14,0.286,9,17,0.529,13,41,14,4,9,16,19,0,0,1
1,86,34,55,0.618,4,15,0.267,14,22,0.636,6,38,20,3,3,10,7,1,0,0
0,89,30,74,0.405,8,19,0.421,21,31,0.677,16,39,23,8,5,8,22,1,0,0
0,68,24,56,0.429,8,26,0.308,12,16,0.75,9,29,13,6,1,13,13,0,1,0
1,79,30,54,0.556,8,12,0.667,11,15,0.733,5,32,16,8,3,20,18,0,1,0
0,64,23,57,0.404,10,25,0.4,8,15,0.533,10,35,18,5,3,12,22,0,1,0
1,87,34,62,0.548,10,20,0.5,9,10,0.9,11,30,23,8,1,5,13,1,0,0
1,84,33,60,0.55,3,10,0.3,15,19,0.789,7,39,12,4,6,14,15,1,0,0
1,62,20,49,0.408,11,25,0.44,11,18,0.611,11,30,15,1,3,7,13,1,0,0
1,78,30,68,0.441,5,14,0.357,13,19,0.684,15,39,13,3,1,10,22,0,0,1
1,95,31,61,0.508,13,29,0.448,20,28,0.714,20,42,19,5,4,12,13,1,0,0
0,69,24,53,0.453,3,11,0.273,18,22,0.818,7,29,13,5,7,13,17,0,0,1
1,100,28,59,0.475,9,21,0.429,35,44,0.795,11,39,18,9,2,11,23,1,0,0
1,80,28,58,0.483,6,25,0.24,18,27,0.667,10,34,15,7,4,12,14,1,0,0
0,73,27,59,0.458,9,16,0.563,10,14,0.714,12,29,16,5,1,13,20,0,1,0
1,62,24,55,0.436,3,14,0.214,11,18,0.611,10,36,10,6,4,15,13,1,0,0
0,59,20,57,0.351,7,20,0.35,12,14,0.857,9,33,11,6,5,11,15,0,0,1
1,70,23,51,0.451,13,26,0.5,11,20,0.55,5,27,18,10,9,16,19,1,0,0
1,85,30,74,0.405,6,17,0.353,19,26,0.731,12,40,12,12,2,13,21,1,0,0
0,67,27,61,0.443,6,19,0.316,7,11,0.636,13,34,10,7,3,14,20,0,1,0
1,73,25,54,0.463,5,17,0.294,18,25,0.72,12,29,12,14,5,10,18,1,0,0
1,89,31,61,0.508,7,25,0.28,20,25,0.8,6,40,17,5,8,18,20,1,0,0
0,49,17,50,0.34,5,19,0.263,10,12,0.833,13,33,11,4,3,14,16,0,0,1
1,76,26,59,0.441,7,15,0.467,17,28,0.607,11,38,14,4,7,13,18,1,0,0
1,72,26,51,0.51,2,9,0.222,18,24,0.75,10,38,5,5,7,16,18,1,0,0
1,70,25,56,0.446,5,13,0.385,15,29,0.517,9,36,15,7,6,14,18,1,0,0
1,86,29,72,0.403,8,21,0.381,20,33,0.606,19,49,13,6,7,12,31,0,1,0
1,81,24,56,0.429,3,10,0.3,30,45,0.667,14,38,8,7,12,10,19,1,0,0
0,57,18,55,0.327,5,13,0.385,16,18,0.889,15,34,7,7,2,18,12,0,1,0
1,88,33,57,0.579,4,13,0.308,18,27,0.667,11,40,18,4,5,11,18,1,0,0
0,54,21,61,0.344,4,13,0.308,8,19,0.421,16,33,11,4,7,12,17,0,1,0
0,53,20,57,0.351,4,18,0.222,9,17,0.529,17,37,8,9,4,9,16,0,1,0
0,65,23,62,0.371,4,11,0.364,15,16,0.938,19,38,14,3,3,9,16,0,0,1
1,71,19,49,0.388,3,11,0.273,30,37,0.811,8,43,10,3,10,12,18,0,0,1
1,78,32,56,0.571,7,14,0.5,7,9,0.778,11,43,16,6,8,14,5,1,0,0
1,66,23,53,0.434,3,11,0.273,17,27,0.63,16,36,14,6,3,16,8,1,0,0
0,58,21,61,0.344,7,21,0.333,9,15,0.6,16,34,12,4,12,8,16,0,1,0
0,62,24,60,0.4,3,18,0.167,11,15,0.733,13,36,8,1,9,9,14,1,0,0
0,60,27,70,0.386,5,26,0.192,1,3,0.333,16,37,21,5,7,10,18,0,1,0
1,62,21,53,0.396,5,19,0.263,15,22,0.682,12,34,11,4,14,8,9,1,0,0
0,48,17,50,0.34,6,19,0.316,8,12,0.667,10,39,7,4,5,15,22,0,0,1
0,71,19,73,0.26,2,15,0.133,31,48,0.646,22,49,5,7,8,13,28,0,0,1
0,73,22,48,0.458,7,20,0.35,22,37,0.595,9,28,13,4,3,14,31,0,0,1
1,75,32,59,0.542,7,20,0.35,4,10,0.4,7,30,13,7,5,12,20,0,1,0
0,74,25,60,0.417,9,28,0.321,15,22,0.682,10,28,8,5,2,12,25,0,1,0
0,57,23,62,0.371,3,21,0.143,8,11,0.727,5,28,12,6,3,5,21,0,1,0
1,69,25,51,0.49,7,18,0.389,12,15,0.8,8,29,13,6,1,15,21,1,0,0
1,85,25,52,0.481,10,22,0.455,25,30,0.833,4,19,11,4,9,7,22,1,0,0
1,62,25,57,0.439,5,16,0.313,7,9,0.778,7,29,11,4,5,5,20,0,1,0
1,77,25,53,0.472,5,14,0.357,22,30,0.733,8,30,10,2,2,12,18,1,0,0
0,50,20,52,0.385,5,16,0.313,5,6,0.833,4,26,11,6,4,14,15,0,1,0
0,64,22,53,0.415,2,19,0.105,18,22,0.818,7,29,11,6,3,14,22,0,1,0
0,67,25,59,0.424,6,16,0.375,11,17,0.647,10,31,9,7,7,19,16,0,1,0
1,67,24,55,0.436,3,14,0.214,16,27,0.593,11,37,11,4,1,13,14,1,0,0
0,66,28,59,0.475,3,11,0.273,7,16,0.438,9,32,13,6,3,13,23,0,1,0
0,61,21,45,0.467,8,14,0.571,11,16,0.688,4,18,10,7,7,10,16,1,0,0
1,61,20,50,0.4,5,23,0.217,16,20,0.8,7,31,5,5,3,9,16,0,0,1
0,53,20,57,0.351,5,17,0.294,8,19,0.421,12,35,11,5,8,13,19,0,0,1
1,61,22,55,0.4,7,21,0.333,10,12,0.833,10,37,14,6,6,11,12,0,0,1
1,82,34,59,0.576,4,19,0.211,10,23,0.435,15,36,11,7,7,11,16,1,0,0
1,71,26,51,0.51,7,16,0.438,12,22,0.545,9,30,14,5,6,11,16,0,1,0
1,75,24,49,0.49,6,14,0.429,21,34,0.618,4,38,14,4,7,17,17,1,0,0
1,85,28,63,0.444,10,31,0.323,19,23,0.826,8,34,13,6,4,7,15,1,0,0
0,71,24,65,0.369,10,27,0.37,13,26,0.5,10,35,14,9,8,13,29,0,1,0
1,77,30,55,0.545,8,21,0.381,9,15,0.6,4,41,12,5,6,14,16,0,1,0
0,69,25,58,0.431,7,18,0.389,12,15,0.8,10,27,9,6,4,7,18,0,0,1
0,59,20,50,0.4,4,16,0.25,15,17,0.882,12,33,11,6,3,20,17,0,1,0
1,50,12,34,0.353,3,16,0.188,23,40,0.575,4,27,9,9,3,19,21,0,1,0
1,65,24,53,0.453,4,17,0.235,13,29,0.448,15,37,17,9,8,23,17,1,0,0
0,38,16,45,0.356,4,15,0.267,2,3,0.667,2,19,4,5,4,16,15,0,1,0
0,39,15,49,0.306,2,10,0.2,7,17,0.412,8,28,6,9,5,19,15,0,1,0
0,69,20,47,0.426,11,23,0.478,18,25,0.72,13,42,16,6,4,20,18,0,0,1
0,62,24,62,0.387,7,21,0.333,7,12,0.583,6,29,13,5,7,12,16,0,1,0
1,65,24,61,0.393,6,26,0.231,11,16,0.688,14,38,12,4,3,11,18,0,1,0
1,61,21,45,0.467,5,16,0.313,14,16,0.875,4,30,5,6,3,14,13,0,1,0
1,73,25,51,0.49,3,11,0.273,20,37,0.541,12,34,14,6,8,15,18,1,0,0
1,64,25,51,0.49,3,16,0.188,11,24,0.458,6,30,8,4,6,9,13,0,1,0
1,79,23,53,0.434,11,21,0.524,22,28,0.786,7,37,15,5,9,13,18,1,0,0
0,68,20,55,0.364,4,16,0.25,24,31,0.774,10,37,11,2,3,13,15,0,1,0
1,63,19,46,0.413,3,11,0.273,22,27,0.815,9,27,10,6,2,16,15,0,0,1
0,80,24,61,0.393,5,19,0.263,27,32,0.844,20,40,13,3,2,16,21,0,1,0
0,71,26,60,0.433,6,17,0.353,13,17,0.765,10,32,17,3,2,11,12,1,0,0
1,94,29,54,0.537,8,18,0.444,28,37,0.757,9,46,19,3,7,16,21,1,0,0
0,77,27,52,0.519,6,14,0.429,17,29,0.586,7,29,13,7,2,17,19,0,1,0
1,74,27,57,0.474,6,18,0.333,14,22,0.636,6,25,18,10,3,9,14,1,0,0
1,79,25,60,0.417,10,21,0.476,19,25,0.76,13,40,16,6,4,10,15,1,0,0
0,62,18,60,0.3,4,25,0.16,22,31,0.71,15,36,7,8,1,14,15,0,1,0
1,81,23,47,0.489,4,11,0.364,31,44,0.705,11,29,11,8,5,16,14,0,1,0
1,60,18,51,0.353,8,24,0.333,16,23,0.696,7,26,13,7,1,8,13,1,0,0
1,85,26,67,0.388,9,27,0.333,24,27,0.889,11,41,11,6,1,16,24,0,1,0
1,83,32,68,0.471,7,19,0.368,12,20,0.6,13,34,14,4,3,11,16,1,0,0
1,90,27,58,0.466,6,12,0.5,30,37,0.811,12,34,15,6,2,8,16,0,0,1
0,59,23,59,0.39,6,19,0.316,7,11,0.636,9,29,17,6,5,14,19,0,1,0
1,75,29,59,0.492,4,20,0.2,13,22,0.591,16,43,17,3,7,20,14,1,0,0
1,75,24,66,0.364,4,21,0.19,23,26,0.885,16,44,14,6,4,11,10,0,1,0
0,55,16,56,0.286,2,21,0.095,21,35,0.6,11,35,11,3,3,7,17,0,1,0
1,98,33,60,0.55,9,28,0.321,23,29,0.793,8,34,11,8,2,8,12,0,1,0
0,70,27,51,0.529,9,25,0.36,7,16,0.438,10,33,9,6,2,15,22,0,1,0
0,80,27,63,0.429,7,25,0.28,19,30,0.633,13,33,16,8,3,10,18,0,1,0
0,59,20,59,0.339,5,22,0.227,14,20,0.7,9,27,10,7,2,13,19,0,1,0
1,82,23,53,0.434,3,15,0.2,33,38,0.868,3,25,10,9,2,12,18,0,1,0
1,70,22,46,0.478,4,14,0.286,22,37,0.595,8,30,7,10,4,14,13,0,1,0
1,70,22,63,0.349,3,14,0.214,23,27,0.852,11,34,10,5,4,8,15,1,0,0
1,77,24,44,0.545,5,13,0.385,24,31,0.774,4,21,14,10,5,16,18,0,1,0
1,92,33,62,0.532,10,20,0.5,16,22,0.727,11,45,22,12,6,15,12,1,0,0
1,62,19,44,0.432,1,9,0.111,23,33,0.697,7,42,9,14,3,24,19,0,0,1
0,69,26,72,0.361,4,21,0.19,13,23,0.565,13,32,5,9,3,10,21,0,1,0
0,84,29,59,0.492,14,32,0.438,12,18,0.667,4,42,15,6,5,18,24,0,1,0
0,68,24,59,0.407,7,19,0.368,13,17,0.765,12,25,12,6,2,14,15,0,1,0
0,52,18,50,0.36,5,15,0.333,11,19,0.579,8,34,7,5,4,17,19,0,1,0
1,85,25,59,0.424,9,23,0.391,26,32,0.813,16,44,15,6,2,16,15,1,0,0
0,78,21,52,0.404,3,15,0.2,33,43,0.767,9,34,7,5,5,17,17,0,1,0
1,58,21,50,0.42,4,13,0.308,12,19,0.632,2,25,9,10,3,13,16,0,1,0
1,97,27,56,0.482,7,15,0.467,36,48,0.75,14,40,10,4,2,10,15,0,1,0
1,106,39,63,0.619,16,25,0.64,12,14,0.857,9,29,23,6,5,5,10,1,0,0
1,88,30,62,0.484,12,25,0.48,16,23,0.696,8,37,17,7,6,11,21,0,0,1
0,67,23,74,0.311,7,27,0.259,14,22,0.636,16,38,14,4,3,17,20,1,0,0
0,126,43,82,0.524,7,19,0.368,33,55,0.6,22,54,30,8,8,25,32,1,0,0
0,77,30,65,0.462,5,20,0.25,12,22,0.545,15,38,15,10,2,17,24,1,0,0
0,64,22,62,0.355,4,19,0.211,16,28,0.571,18,33,11,12,2,24,23,0,0,1
0,72,26,55,0.473,6,19,0.316,14,24,0.583,4,21,17,9,3,16,21,0,0,1
0,78,27,43,0.628,8,15,0.533,16,23,0.696,9,26,9,8,3,16,25,0,0,1
1,79,24,51,0.471,7,23,0.304,24,33,0.727,7,25,12,10,4,16,22,1,0,0
1,82,27,59,0.458,9,23,0.391,19,23,0.826,10,32,12,4,3,10,24,1,0,0
0,74,28,58,0.483,11,19,0.579,7,14,0.5,7,24,15,8,1,17,17,0,0,1
1,74,21,53,0.396,7,23,0.304,25,37,0.676,8,29,11,8,3,16,14,1,0,0
1,103,34,56,0.607,10,16,0.625,25,37,0.676,12,43,17,14,1,24,24,1,0,0
1,99,34,61,0.557,10,26,0.385,21,28,0.75,10,48,18,4,7,16,20,1,0,0
0,68,24,51,0.471,9,21,0.429,11,17,0.647,7,29,17,6,4,20,22,0,1,0
0,79,25,63,0.397,10,30,0.333,19,24,0.792,10,32,15,14,7,16,29,1,0,0
0,63,23,59,0.39,8,27,0.296,9,11,0.818,2,11,10,11,2,15,20,0,1,0
0,75,25,55,0.455,12,27,0.444,13,23,0.565,7,21,14,6,1,18,24,0,1,0
1,79,23,49,0.469,8,20,0.4,25,35,0.714,9,38,8,6,1,17,16,1,0,0
1,62,22,50,0.44,3,12,0.25,15,22,0.682,7,29,5,3,2,11,20,0,1,0
1,86,27,64,0.422,7,19,0.368,25,35,0.714,11,42,17,7,5,18,19,1,0,0
0,75,26,65,0.4,6,19,0.316,17,20,0.85,9,23,10,8,1,11,21,1,0,0
0,69,24,65,0.369,10,31,0.323,11,18,0.611,18,35,12,8,3,14,18,1,0,0
0,80,33,65,0.508,8,22,0.364,6,10,0.6,9,30,18,6,2,16,23,0,1,0
0,57,22,59,0.373,5,22,0.227,8,12,0.667,11,28,8,7,2,15,14,1,0,0
1,72,23,35,0.657,3,6,0.5,23,28,0.821,2,26,3,1,5,11,13,0,0,1
0,70,26,58,0.448,6,15,0.4,12,19,0.632,10,32,10,6,0,11,19,0,1,0
1,79,28,56,0.5,7,17,0.412,16,26,0.615,19,44,19,7,4,11,16,1,0,0
0,50,18,47,0.383,2,11,0.182,12,19,0.632,7,26,5,7,3,15,20,0,1,0
0,64,24,63,0.381,4,14,0.286,12,18,0.667,17,39,11,2,5,13,18,1,0,0
1,68,26,54,0.481,3,14,0.214,13,22,0.591,8,32,14,8,6,11,18,1,0,0
1,72,24,48,0.5,5,19,0.263,19,28,0.679,6,28,9,19,8,14,17,1,0,0
1,90,35,66,0.53,9,17,0.529,11,17,0.647,12,39,21,6,2,10,18,1,0,0
1,57,21,49,0.429,7,18,0.389,8,11,0.727,8,36,12,8,3,18,19,0,1,0
1,77,28,65,0.431,9,25,0.36,12,19,0.632,10,31,20,7,0,17,17,0,1,0
1,77,23,66,0.348,8,25,0.32,23,31,0.742,10,38,14,7,4,11,21,1,0,0
0,59,20,52,0.385,4,13,0.308,15,18,0.833,7,22,6,10,1,12,13,1,0,0
0,55,16,54,0.296,4,18,0.222,19,28,0.679,15,33,7,5,1,12,22,0,1,0
1,63,23,52,0.442,8,18,0.444,9,11,0.818,8,38,13,5,3,18,18,0,1,0
0,42,17,53,0.321,0,6,0,8,9,0.889,8,28,5,6,1,15,12,0,1,0
0,39,9,42,0.214,3,11,0.273,18,27,0.667,11,34,4,9,2,14,22,0,1,0
0,56,20,57,0.351,3,8,0.375,13,26,0.5,8,26,7,4,3,9,19,0,1,0
0,59,25,60,0.417,4,16,0.25,5,6,0.833,9,26,14,1,3,8,12,0,1,0
0,53,16,56,0.286,3,17,0.176,18,24,0.75,10,32,9,9,5,13,19,1,0,0
1,69,26,59,0.441,4,11,0.364,13,16,0.813,10,25,10,9,5,8,12,1,0,0
0,69,25,55,0.455,6,21,0.286,13,27,0.481,6,32,12,3,5,10,23,0,1,0
1,86,35,61,0.574,8,16,0.5,8,15,0.533,7,35,24,7,5,8,23,0,0,1
0,69,23,52,0.442,11,23,0.478,12,19,0.632,7,30,12,4,4,14,25,1,0,0
0,67,24,57,0.421,5,20,0.25,14,21,0.667,9,36,11,8,4,11,22,0,1,0
1,63,24,53,0.453,6,21,0.286,9,17,0.529,9,34,17,5,7,8,14,1,0,0
1,56,17,48,0.354,5,13,0.385,17,30,0.567,6,30,13,3,4,11,15,1,0,0
0,67,22,47,0.468,10,25,0.4,13,18,0.722,4,26,11,3,2,8,19,0,1,0
0,84,32,57,0.561,8,20,0.4,12,22,0.545,2,18,19,7,5,15,21,0,1,0
0,57,20,44,0.455,5,13,0.385,12,17,0.706,6,31,8,4,3,19,14,0,1,0
0,62,20,50,0.4,6,18,0.333,16,23,0.696,11,33,9,6,1,16,14,0,0,1
1,100,37,65,0.569,8,19,0.421,18,37,0.486,14,37,30,20,3,10,18,1,0,0
1,85,36,77,0.468,4,18,0.222,9,18,0.5,18,63,21,6,7,9,14,1,0,0
1,57,24,55,0.436,6,17,0.353,3,4,0.75,11,31,15,8,6,15,14,1,0,0
0,54,17,51,0.333,5,25,0.2,15,20,0.75,11,37,11,9,4,17,14,1,0,0
0,71,30,61,0.492,6,22,0.273,5,7,0.714,8,31,17,3,4,11,15,0,1,0
0,50,13,48,0.271,8,24,0.333,16,30,0.533,7,27,11,4,5,10,19,1,0,0
0,77,28,54,0.519,12,29,0.414,9,14,0.643,8,33,16,0,2,12,18,1,0,0
0,83,32,75,0.427,8,18,0.444,11,19,0.579,10,34,19,8,9,17,23,0,1,0
1,103,34,64,0.531,12,27,0.444,23,28,0.821,8,35,23,8,1,14,16,1,0,0
0,77,26,65,0.4,2,16,0.125,23,24,0.958,12,33,12,8,9,10,21,1,0,0
1,70,28,56,0.5,5,12,0.417,9,13,0.692,11,34,16,6,8,11,16,1,0,0
1,79,30,51,0.588,5,9,0.556,14,19,0.737,11,32,21,2,3,13,12,1,0,0
0,60,20,49,0.408,5,16,0.313,15,22,0.682,4,18,13,5,4,15,15,0,1,0
0,74,23,59,0.39,7,13,0.538,21,26,0.808,12,31,11,7,3,20,29,0,1,0
0,66,23,62,0.371,6,22,0.273,14,18,0.778,7,31,9,2,4,11,16,1,0,0
0,67,23,53,0.434,8,18,0.444,13,20,0.65,9,22,9,4,6,9,20,1,0,0
0,68,23,54,0.426,4,11,0.364,18,22,0.818,8,30,9,6,4,13,21,0,1,0
0,49,21,49,0.429,2,9,0.222,5,9,0.556,7,28,5,5,0,18,23,0,0,1
0,61,23,53,0.434,3,10,0.3,12,17,0.706,7,30,9,7,4,17,25,0,0,1
0,69,24,44,0.545,2,8,0.25,19,24,0.792,3,24,19,3,2,20,23,0,1,0
0,46,16,51,0.314,1,11,0.091,13,17,0.765,7,22,7,6,3,11,14,1,0,0
0,52,20,57,0.351,5,18,0.278,7,8,0.875,6,28,13,2,5,15,14,1,0,0
0,63,22,44,0.5,4,11,0.364,15,23,0.652,5,22,11,4,0,12,24,1,0,0
0,38,17,44,0.386,4,14,0.286,0,2,0,5,22,10,3,7,13,14,1,0,0
0,48,17,48,0.354,5,11,0.455,9,15,0.6,7,21,10,10,1,18,15,0,1,0
1,91,32,66,0.485,8,23,0.348,19,26,0.731,15,42,17,17,1,13,12,1,0,0
0,62,25,58,0.431,3,13,0.231,9,12,0.75,8,33,5,3,9,16,15,1,0,0
1,85,32,66,0.485,4,16,0.25,17,26,0.654,21,46,18,7,2,15,14,1,0,0
0,45,13,46,0.283,3,17,0.176,16,23,0.696,5,23,4,5,1,13,22,0,1,0
0,71,24,58,0.414,6,13,0.462,17,28,0.607,10,29,6,8,2,10,19,1,0,0
1,72,28,45,0.622,4,9,0.444,12,20,0.6,3,28,15,5,2,11,22,1,0,0
0,53,19,49,0.388,5,11,0.455,10,13,0.769,8,24,10,3,2,16,15,0,0,1
0,58,21,53,0.396,1,11,0.091,15,19,0.789,7,20,9,6,3,13,23,0,1,0
1,100,38,60,0.633,6,13,0.462,18,21,0.857,8,38,20,9,6,12,17,1,0,0
0,65,24,57,0.421,4,14,0.286,13,20,0.65,10,29,8,2,4,10,17,1,0,0
1,65,25,52,0.481,4,12,0.333,11,16,0.688,9,21,7,10,2,6,17,1,0,0
1,68,22,48,0.458,4,11,0.364,20,27,0.741,7,30,10,10,2,13,19,0,1,0
0,62,24,51,0.471,5,15,0.333,9,14,0.643,6,26,12,5,3,15,19,0,1,0
0,56,19,52,0.365,1,10,0.1,17,23,0.739,12,32,8,7,5,13,19,1,0,0
0,62,24,54,0.444,1,5,0.2,13,16,0.813,13,29,8,4,2,16,22,0,0,1
1,80,23,51,0.451,6,18,0.333,28,40,0.7,15,39,12,5,5,13,17,1,0,0
1,63,20,52,0.385,6,19,0.316,17,22,0.773,15,31,8,9,4,18,13,1,0,0
1,72,23,48,0.479,4,13,0.308,22,33,0.667,8,33,14,10,3,15,17,1,0,0
1,78,22,53,0.415,11,24,0.458,23,28,0.821,9,31,11,6,3,13,19,1,0,0
0,58,16,38,0.421,4,12,0.333,22,25,0.88,5,29,11,3,1,25,24,0,1,0
1,64,22,41,0.537,9,19,0.474,11,17,0.647,5,25,14,5,4,7,12,1,0,0
0,38,17,55,0.309,4,20,0.2,0,7,0,9,27,10,5,2,13,18,0,1,0
0,51,18,54,0.333,4,18,0.222,11,22,0.5,14,28,6,2,4,10,11,1,0,0
0,49,17,48,0.354,5,24,0.208,10,16,0.625,10,24,9,10,7,10,13,1,0,0
1,63,19,46,0.413,10,16,0.625,15,24,0.625,8,22,13,3,5,12,17,1,0,0
0,53,22,46,0.478,5,6,0.833,4,10,0.4,5,21,12,5,4,10,18,0,0,1
1,68,27,65,0.415,7,27,0.259,7,12,0.583,11,40,17,8,2,10,18,1,0,0
1,79,27,57,0.474,5,14,0.357,20,24,0.833,6,26,11,10,8,9,16,1,0,0
1,85,30,58,0.517,3,8,0.375,22,27,0.815,12,40,16,4,4,11,20,1,0,0
0,69,29,67,0.433,2,15,0.133,9,15,0.6,8,33,13,3,2,13,17,0,1,0
0,76,20,43,0.465,4,15,0.267,32,34,0.941,7,20,10,10,7,17,21,1,0,0
0,68,26,62,0.419,1,13,0.077,15,19,0.789,10,34,7,7,4,12,23,0,1,0
1,80,29,49,0.592,7,14,0.5,15,21,0.714,6,24,13,6,4,14,21,1,0,0
1,69,28,58,0.483,1,11,0.091,12,16,0.75,6,35,14,10,5,12,13,1,0,0
1,85,29,53,0.547,7,16,0.438,20,23,0.87,5,22,15,6,4,10,17,1,0,0
0,58,21,59,0.356,6,21,0.286,10,19,0.526,11,33,8,4,2,13,17,0,1,0
0,74,27,56,0.482,7,16,0.438,13,19,0.684,4,26,14,4,3,19,22,0,1,0
1,67,24,50,0.48,4,13,0.308,15,19,0.789,6,31,13,2,1,8,12,1,0,0
1,82,32,62,0.516,6,16,0.375,12,21,0.571,17,41,18,7,4,14,20,1,0,0
1,73,31,63,0.492,4,16,0.25,7,21,0.333,10,30,23,15,7,9,20,1,0,0
1,74,25,49,0.51,7,18,0.389,17,34,0.5,8,40,16,4,4,12,10,1,0,0
0,52,20,59,0.339,6,26,0.231,6,10,0.6,13,34,14,1,4,14,13,0,1,0
1,88,30,62,0.484,11,21,0.524,17,25,0.68,9,27,15,7,3,9,18,1,0,0
1,88,24,51,0.471,5,15,0.333,35,46,0.761,11,47,13,12,5,23,22,1,0,0
1,74,25,51,0.49,6,18,0.333,18,24,0.75,8,39,9,9,4,23,23,0,1,0
0,60,22,56,0.393,11,30,0.367,5,6,0.833,9,31,14,6,2,17,16,0,1,0
0,57,24,56,0.429,5,17,0.294,4,9,0.444,9,24,11,6,3,12,16,0,1,0
0,74,27,59,0.458,5,16,0.313,15,20,0.75,11,33,13,4,4,16,25,0,1,0
0,62,23,50,0.46,11,26,0.423,5,7,0.714,6,28,11,6,3,21,17,0,1,0
1,68,23,48,0.479,5,10,0.5,17,25,0.68,10,45,11,2,2,22,24,0,1,0
0,83,26,62,0.419,13,34,0.382,18,22,0.818,9,30,16,7,1,20,19,0,1,0
0,63,24,57,0.421,8,24,0.333,7,14,0.5,18,38,15,6,4,14,16,1,0,0
0,62,20,60,0.333,9,23,0.391,13,17,0.765,12,33,9,6,5,14,21,0,1,0
0,75,25,63,0.397,8,25,0.32,17,30,0.567,5,25,14,10,1,16,28,0,1,0
1,83,32,65,0.492,10,21,0.476,9,13,0.692,14,42,14,7,3,9,20,0,1,0
